ID,Name,Type,Sub-Type,Syze,Hit dice,Dice Type,Life Bonus,Initiative,Speed,Armor Class,Base Attack,Grapple,Attack,Full Attack,Space|Reach,Special Attacks,Special Qualities,Fortitude,Reflexes,Will,Str,Dex,Con,Int,Wis,Cha,Skills,Feats,Enviroments,Challenge Rating,Treasure,Alignment,LvL Adjustment,Organization,Advancement
171,Octopus,Animal,Aquatic,Small,2,d8,0,3,4|0|6|0|0,16|14|13,1,2,Arms +5 melee (0),Arms +5 melee (0) and bite +0 melee (1d3),1|1,Improved grab,Ink cloud| jet| low-light vision,3,6,1,12,17,11,2,12,3,Escape Artist +13| Hide +11| Listen +2| Spot +5| Swim +9,Weapon Finesse,Warm aquatic,1,None,Neutral Neutral,-,Solitary,3–6 HD (Medium)
172,Owl,Animal,-,Tiny,1,d8,0,3,2|8|0|0|0,17|15|14,0,-11,Talons +5 melee (1d4–3),Talons +5 melee (1d4–3),0.3|0,-,Low-light vision,2,5,2,4,17,10,2,14,4,Listen +16| Move Silently +17| Spot +8,Alertness| Weapon Finesse(B),Temperate forests,0.25,None,Neutral Neutral,-,Solitary,2 HD (Small)
173,Rat,Animal,-,Tiny,0.25,d8,0,2,3|0|3|0|3,14|14|12,0,-12,Bite +4 melee (1d3–4),Bite +4 melee (1d3–4),0.3|0,-,Low-light vision| scent,2,4,1,2,15,10,2,12,2,Balance +10| Climb +12| Hide +16| Move Silently +10| Swim +10,Stealthy| Weapon Finesse(B),Any,125,None,Neutral Neutral,-,Plague (10–100),-
174,Raven,Animal,-,Tiny,0.25,d8,0,2,2|8|0|0|0,14|14|12,0,-13,Claws +4 melee (1d2–5),Claws +4 melee (1d2–5),0.3|0,-,Low-light vision,2,4,2,1,15,10,2,14,6,Listen +5| Spot +7,Alertness| Weapon Finesse(B),Temperate forests,0.17,None,Neutral Neutral,-,Solitary,-
175,Rhinoceros,Animal,-,Large,8,d8,40,0,6|0|0|0|0,16|9|16,6,18,Gore +13 melee (2d6+12),Gore +13 melee (2d6+12),2|1,Powerful charge,Low-light vision,11,6,3,26,10,21,2,13,2,Listen +14| Spot +3,Alertness| Endurance| Improved Natural Attack (gore),Warm plains,4,None,Neutral Neutral,-,Solitary or herd (2–12),9–12 HD (Large) 13–24 HD (Huge)
176,Roc,Animal,-,Gargantuan,18,d8,126,2,4|16|0|0|0,17|8|15,13,37,Talon +21 melee (2d6+12),2 talons +21 melee (2d6+12) and bite +19 melee (2d8+6),4|3,-,Low-light vision,18,13,9,34,15,24,2,13,11,Hide –3| Listen +10| Spot +14,Alertness| Flyby Attack| Iron Will| Multiattack| Power Attack| Snatch| Wingover,Warm mountains,9,None,Neutral Neutral,-,Solitary or pair,19–32 HD (Gargantuan) 33–54 (Colossal)
177,Tiger,Animal,-,Large,6,d8,18,2,8|0|0|0|0,14|11|12,4,14,Claw +9 melee (1d8+6),2 claws +9 melee (1d8+6) and bite +4 melee (2d6+3),2|1,Improved grab| pounce| rake 1d8+3,Low-light vision| scent,8,7,3,23,15,17,2,12,6,Balance +6| Hide +3| Listen +3| Move Silently +9| Spot +3| Swim +11,Alertness| Improved Natural Attack (bite)| and Improved Natural Attack (claw),Warm forests,4,None,Neutral Neutral,-,Solitary,7–12 HD (Large) 13–18 HD (Huge)
178,Triceratops,Animal,-,Huge,16,d8,124,-1,6|0|0|0|0,18|7|18,12,30,Gore +20 melee (2d8+15),Gore +20 melee (2d8+15),3|2,Powerful charge| trample 2d12+15,Low-light vision| scent,19,9,6,30,9,25,1,12,7,Listen +13| Spot +12,Alertness| Great Fortitude| Toughness (4),Temperate plains,9,None,Neutral Neutral,-,Solitary| pair| or herd (5–8),17–32 HD (Huge) 33–48 HD (Gargantuan)
179,Tyrannosaurus,Animal,-,Huge,18,d8,99,1,8|0|0|0|0,14|9|13,13,30,Bite +20 melee (3d6+13),Bite +20 melee (3d6+13),3|2,Improved grab| swallow whole,Low-light vision| scent,16,12,8,28,12,21,2,15,10,Hide –2| Listen +14| Spot +14,Alertness| Improved Natural Attack (bite)| Run| Toughness (3)| Track,Warm plains,8,None,Neutral Neutral,-,Solitary or pair,19–36 HD (Huge) 37–54 HD (Gargantuan)
180,Badger,Animal,-,Small,1,d8,2,3,6|0|0|2|0,15|14|12,0,-5,Claw +4 melee (1d2–1),2 claws +4 melee (1d2–1) and bite –1 melee (1d3–1),1|1,Rage,Low-light vision| scent,4,5,1,8,17,15,2,12,6,Balance +5| Escape Artist +9| Listen +3| Spot +3,Agile| Track(B)| Weapon Finesse(B),Temperate forests,0.5,None,Neutral Neutral,-,Solitary| pair| or cete (3–5),2 HD (Small)
181,Monitor Lizard,Animal,-,Medium,3,d8,9,2,6|0|6|0|0,15|12|13,2,5,Bite +5 melee (1d8+4),Bite +5 melee (1d8+4),1|1,-,Low-light vision,8,5,2,17,15,17,1,12,2,Climb +7| Hide +6| Listen +4| Move Silently +6| Spot +4| Swim +11,Alertness| Great Fortitude,Warm forests,2,None,Neutral Neutral,-,Solitary,4–5 HD (Medium)
182,Weasel,Animal,-,Tiny,0.5,d8,0,2,4|0|0|0|4,14|14|12,0,-12,Bite +4 melee (1d3–4),Bite +4 melee (1d3–4),0.3|0,Attach,Low-light vision| scent,2,4,1,3,15,10,2,12,5,Balance +12| Climb +10| Escape Artist +4| Hide +11| Move Silently +8| Spot +3,Agile| Weapon Finesse(B),Temperate hills,0.25,None,Neutral Neutral,-,Solitary,-
183,Orca,Animal,-,Huge,9,d8,48,2,0|0|10|0|0,15|10|14,6,22,Bite +12 melee (2d6+12),Bite +12 melee (2d6+12),3|2,-,Blindsight 120 ft.| hold breath| low-light vision,11,8,5,27,15,21,2,14,6,Listen +14| Spot +14| Swim +16,Alertness| Endurance| Run| Toughness,Cold aquatic,5,None,Neutral Neutral,-,Solitary or pod (6–11),10–13 HD (Huge) 14–27 HD (Gargantuan)
184,Wolf,Animal,-,Medium,2,d8,4,2,10|0|0|0|0,14|12|12,1,2,Bite +3 melee (1d6+1),Bite +3 melee (1d6+1),1|1,Trip,Low-light vision| scent,5,5,1,13,15,15,2,12,6,Hide +2| Listen +3| Move Silently +3| Spot +3| Survival +1,Track(B)| Weapon Focus (bite),Temperate forests,1,None,Neutral Neutral,-,Solitary| pair| or pack (7–16),3 HD (Medium) 4–6 HD (Large)
185,Wolverine,Animal,-,Medium,3,d8,15,2,6|0|0|2|2,14|12|12,2,4,Claw +4 melee (1d4+2),2 claws +4 melee (1d4+2) and bite –1 melee (1d6+1),1|1,Rage,Low-light vision| scent,7,5,2,14,15,19,2,12,10,Climb +10| Listen +6| Spot +6,Alertness| Toughness| Track(B),Cold forests,2,None,Neutral Neutral,-,Solitary,4–5 HD (Large)
186,Lizard,Animal,-,Tiny,0.5,d8,0,2,4|0|0|0|4,14|14|12,0,-12,Bite +4 melee (1d4–4),Bite +4 melee (1d4–4),0.3|0,-,Low-light vision,2,4,1,3,15,10,1,12,2,Balance +10| Climb +12| Hide +12| Listen +3| Move Silently +4| Spot +3,Stealthy| Weapon Finesse(B),Warm forests,0.17,None,Neutral Neutral,-,Solitary,-
187,Clay Golem,Construct,-,Large,11,d10,30,-1,4|0|0|0|0,22|8|22,8,19,Slam +14 melee (2d10+7 plus cursed wound),2 slams +14 melee (2d10+7 plus cursed wound),2|2,Berserk| cursed wound,Construct traits| damage reduction 10/adamantine and bludgeoning| darkvision 60 ft.| haste| immunity to magic| low-light vision,3,2,3,25,9,-,-,11,1,-,-,Any,10,None,Neutral Neutral,-,Solitary or gang (2–4),12–18 HD (Large) 19–33 HD (Huge)
188,Flesh Golem,Construct,-,Large,9,d10,30,-1,6|0|0|0|0,18|8|18,6,15,Slam +10 melee (2d8+5),2 slams +10 melee (2d8+5),2|2,Berserk,Construct traits| damage reduction 5/adamantine| darkvision 60 ft.| immunity to magic| low-light vision,3,2,1,21,9,-,-,11,1,-,-,Any,7,None,Neutral Neutral,-,Solitary or gang (2–4),10–18 HD (Large) 19–27 HD (Huge)
189,Homunculus,Construct,-,Tiny,2,d10,0,2,4|10|0|0|0,14|14|12,1,-8,Bite +2 melee (1d4–1 plus poison),Bite +2 melee (1d4–1 plus poison),0.3|0,Poison,Construct traits| darkvision 60 ft.| low-light vision,0,4,1,8,15,-,10,12,7,Hide +14| Listen +4| Spot +4,Lightning Reflexes,Any,1,None,Any,-,Solitary,3–6 HD (Tiny)
190,Iron Golem,Construct,-,Large,18,d10,30,-1,4|0|0|0|0,30|8|30,12,28,Slam +23 melee (2d10+11),2 slams +23 melee (2d10+11),2|2,Breath weapon,Construct traits| damage reduction 15/adamantine| darkvision 60 ft.| immunity to magic| low-light vision,6,5,6,33,9,-,-,11,1,-,-,Any,13,None,Neutral Neutral,-,Solitary or gang (2–4),19–24 HD (Large) 25–54 HD (Huge)
191,Kolyarut,Construct,Extraplanar| Lawful,Medium,13,d10,20,1,6|0|0|0|0,27|11|26,9,11,Vampiric touch +11 melee touch (5d6) or enervation ray +10 ranged touch (as spell) or +2 longsword +13 melee (1d8+5/19–20) or slam +11 melee (1d6+3),Vampiric touch +11/+6 melee touch (5d6) or enervation ray +10 ranged touch (as spell) or +2 longsword +13/+8 melee (1d8+5/19–20) or slam +11/+6 melee (1d6+3),1|1,Enervation ray| spell-like abilities| vampiric touch,Construct traits| damage reduction 10/chaotic| darkvision 60 ft.| fast healing 5| low-light vision| spell resistance 22,6,7,7,14,13,-,10,17,16,Diplomacy +5| Disguise +12| Gather Information +12| Listen +11| Search +5| Sense Motive +12| Spot +11| Survival +3 (+5 following tracks),Alertness| Combat Casting| Great Fortitude| Lightning Reflexes| Quickened Spell-Like Ability (suggestion),Lawful-aligned plane,12,None,Lawful Neutral,-,Solitary,14–22 HD (Medium) 23–39 HD (Large)
192,Marut,Construct,Extraplanar| Lawful,Large,15,d10,30,1,8|0|0|0|0,34|10|33,11,27,Slam +22 melee (2d6+12 plus 3d6 sonic or 3d6 electricity),2 slams +22 melee (2d6+12 plus 3d6 sonic or 3d6 electricity),2|2,Fists of thunder and lightning| spell-like abilities,Construct traits| damage reduction 15/chaotic| darkvision 60 ft.| fast healing 10| low-light vision| spell resistance 25,7,6,8,35,13,-,12,17,18,Concentration +13| Diplomacy +6| Knowledge (religion) +10| Listen +16| Search +10| Sense Motive +12| Spot +16| Survival +3 (+5 following tracks),Ability Focus (fists)| Awesome Blow| Combat Casting| Great Fortitude| Improved Bull Rush| Power Attack,Lawful-aligned plane,15,None,Lawful Neutral,-,Solitary,16–28 HD (Large) 29–45 HD (Huge)
193,Retriever,Construct,Extraplanar,Huge,10,d10,80,3,10|0|0|0|0,21|11|18,7,25,Claw +15 melee (2d6+10) and eye ray +8 ranged touch,4 claws +15 melee (2d6+10) and bite +10 melee (1d8+5) and eye ray +8 ranged touch,3|2,Eye rays| find target| improved grab,Construct traits| darkvision 60 ft.| fast healing 5| low-light vision,3,6,3,31,17,-,-,11,1,-,-,Chaotic evil-aligned plane,11,None,Chaotic Evil,-,Solitary,11–15 HD (Huge) 16–30 HD (Gargantuan)
194,Shield Guardian,Construct,-,Large,15,d10,30,0,6|0|0|0|0,24|9|24,11,21,Slam +16 melee (1d8+6),2 slams +16 melee (1d8+6),2|2,-,Construct traits| darkvision 60 ft.| fast healing 5| find master| guard| low-light vision| shield other| spell storing,5,5,5,22,10,-,-,10,1,-,-,Any,8,None,Neutral Neutral,-,Solitary,16–24 HD (Large) 25–45 HD (Huge)
195,Stone Golem,Construct,-,Large,14,d10,30,-1,4|0|0|0|0,26|8|26,10,23,Slam +18 melee (2d10+9),2 slams +18 melee (2d10+9),2|2,Slow,Construct traits| damage reduction 10/adamantine| darkvision 60 ft.| immunity to magic| low-light vision,4,3,4,29,9,-,-,11,1,-,-,Any,11,None,Neutral Neutral,-,Solitary or gang (2–4),15–21 HD (Large) 22–42 (Huge)
196,Zelekhut,Construct,Extraplanar| Lawful,Large,8,d10,30,0,10|12|0|0|0,27|9|27,6,15,Spiked chain +10 melee (2d6+5 plus 1d6 electricity),2 spiked chains +10 melee (2d6+5 plus 1d6 electricity),2|2,Spell-like abilities,Construct traits| damage reduction 10/chaotic| darkvision 60 ft.| fast healing 5| low-light vision| spell resistance 20,4,2,5,21,11,-,10,17,15,Diplomacy +4| Listen +9| Search +9| Sense Motive +12| Spot +9| Survival +3 (+5 following tracks),Great Fortitude| Ride-By Attack| Spirited Charge,Lawful-aligned plane,9,None,Lawful Neutral,7,Solitary,9–16 HD (Large) 17–24 HD (Huge)
197,Uvuudaum,Outsider,Evil| Extraplanar,Large,38,d8,646,14,16|0|0|0|8,52|23|38,38,56,Head spike +51 (10d6+21/19–20 plus Wisdom drain) melee,Head spike +51 (10d6+21/19–20 plus Wisdom drain) melee,2|2,Confusion aura| spell-like abilities| Wisdom drain,Blindsight 500 ft.| DR 10/epic and good| electricity resistance 30| fast healing 20| regeneration 5| SR 39,40,37,41,39,38,44,32,38,46,Balance +18| Climb +32| Concentration +58| Craft (alchemy) +52| Diplomacy +22| Escape Artist +55| Gather Information +22| Hide +51| Intimidate +59| Jump +69| Knowledge (arcana| history| local| religion| the planes) +52| Listen +55| Move Silently +55| Search +52| Sense Motive +55| Spellcraft +56| Spot +55| Swim +55| Tumble +59,Cleave| Combat Casting| Combat Reflexes| Epic Reflexes| Great Cleave| Improved Critical (head spike)| Improved Combat Reflexes| Lightning Reflexes| Power Attack| Spell Stowaway (time stop)| Tenacious Magic (haste)| Tenacious Magic (displacement)| Tenacious Magic (stoneskin),Any,27,Standard,Neutral Evil,-,Solitary| pair| or madness (3–6),By character class
198,Vargouille,Outsider,Evil| Extraplanar,Small,1,d8,1,1,0|6|0|0|0,12|11|11,1,-3,Bite +3 melee (1d4 plus poison),Bite +3 melee (1d4 plus poison),1|1,Shriek| kiss| poison,Darkvision 60 ft.,3,3,3,10,13,12,5,12,8,Hide +9| Intimidate +3| Listen +5| Move Silently +5| Spot +5,Stealthy| Weapon Finesse,Evil-Aligned Plane,2,None,Neutral Evil,-,Cluster (2–5) or mob (6–11),2–3 HD (Small)
199,Vrock,Outsider,Chaotic| Demon| Extraplanar| Evil,Large,10,d8,70,2,6|10|0|0|0,22|11|20,10,20,Claw +15 melee (2d6+6),2 claws +15 melee (2d6+6) and bite +13 melee (1d8+3) and 2 talons +13 melee (1d6+3),2|2,Dance of ruin| spell-like abilities| spores| stunning screech| summon demon,Damage reduction 10/good| darkvision 60 ft.| immunity to electricity and poison| resistance to acid 10| cold 10| and fire 10| spell resistance 17| telepathy 100 ft.,14,9,10,23,15,25,14,16,16,Concentration +20| Diplomacy +5| Hide +11| Intimidate +16| Knowledge (any one) +15| Listen +24| Move Silently +15| Search +15| Sense Motive +16| Spellcraft +15| Spot +24| Survival +3 (+5 following tracks),Cleave| Combat Reflexes| Multiattack| Power Attack,Chaotic evil-aligned plane,9,Standard,Chaotic Evil,8,Solitary| pair| gang (3–5)| or squad (6–10),11–14 HD (Large)| 15–30 HD (Huge)
200,Water Mephit,Outsider,Extraplanar| Water,Small,3,d8,6,0,6|8|6|0|0,16|11|16,3,1,Claw +6 melee (1d3+2),2 claws +6 melee (1d3+2),1|1,Breath weapon| spell-like abilities| summon mephit,Damage reduction 5/magic| darkvision 60 ft.| fast healing 2,4,3,3,14,10,13,6,11,5,Bluff +8| Escape Artist +6| Hide +10| Listen +6| Diplomacy +4| Disguise +2 (+4 acting)| Move Silently +6| Spot +6| Swim +10| Use Rope +0 (+2 with bindings),Power Attack| Toughness,Elemental Plane of Water,3,Standard,Neutral Neutral,3,Solitary (1)| gang (2–4 mephits of mixed types)| or mob (5–12 mephits of mixed types),4–6 HD (Small)| 7–9 HD (Medium)
201,Xill,Outsider,Extraplanar,Medium,5,d8,10,7,8|0|0|0|0,20|13|17,5,7,Short Sword +7 melee (1d6+2/19–20) or claw +7 melee (1d4+2) or longbow +8 ranged (1d8/x3),2 short swords +5 melee (1d6+2/19–20| 1d6+1/19–20) and 2 claws +5 melee (1d4+1)| or 4 claws +5 melee (1d4+2| 1d4+1)| or 2 longbows +4 ranged (1d8/x3),1|1,Implant| improved grab| paralysis,Darkvision 60 ft.| planewalk| spell resistance 21,6,7,5,15,16,15,12,12,11,Balance +13| Climb +10| Diplomacy +2| Escape Artist +11| Intimidate +8| Listen +9| Move Silently +11| Sense Motive +8| Spot +9| Tumble +11| Use Rope +3 (+5 with bindings),Improved Initiative| Multiattack| Multiweapon Fighting,Ethereal Plane,6,Standard,Lawful Evil,4,Solitary or gang (2–5),6–8 HD (Medium)| 9–15 HD (Large)
202,Blink Dog,Magical Beast,-,Medium,4,d10,0,3,8|0|0|0|0,16|13|13,4,4,Bite +4 melee (1d6),Bite +4 melee (1d6),1|1,-,Blink| darkvision 60 ft| dimension door| low-light vision| scen,4,7,4,10,17,10,10,13,11,Hide +3| Listen +5| Sense Motive +3| Spot +5| Survival +4 ,Iron Will| Run| Track,Temperate plains,2,None,Lawful Good,2,Solitary| pair| or pack (7–16) ,5–7 HD (Medium)| 8–12 HD (Large) 
203,Brachyurus,Magical Beast,-,Large,38,d10,684,18,16|0|0|0|0,40|23|26,38,52,Claw +48 (2d6+10/19-20) melee,2 claws +48 (2d6+10/19-20) melee| 1 bite +46 (3d6+5/19–20) melee,2|1,Frightful howl| savage 15d6+25 ,Blindsight 240 ft.| DR 10/epic| dark-vision 60 ft.| fast healing 10| lowlight vision| SR 32| scent| acid| cold| electricity| fire| and sonic resistance 20,41,35,25,30,38,47,18,32,19,Hide +55| Jump +51| Listen +54| Move Silently +55| Spot +54| Survival +52,Alertness| Blinding Speed (×2)| Great fortitude| Improved Bull Rush| Improved Critical (claw)| Improved Critical (bite)| Improved Initiative| Improved Trip| Iron Will| Multiattack| Weapon Focus (claw)| Weapon Focus (bite) ,Any,23,Standard,Lawful Neutral,-,Solitary| pair| or pack (5–10), 39–48 HD (Large)| 49–58 HD (Huge)| 59–66 HD (Gargantuan)| 67–135 HD (Colossal)
204,Brain Mole,Magical Beast,Psionic,Tiny,1,d10,-2,2,3|0|0|3|0,14|14|12,1,-11,Bite +5 melee (1d3–4), Bite +5 melee (1d3–4),0.3|0,Cascade flu| psi-like abilities,Low-light vision| power conversion| scent,0,4,2,2,14,7,2,14,11,Hide +15| Move Silently +7| Listen +6| Spot +2, 	Alertness| Weapon Finesse, Temperate forest,8,None,Neutral Neutral,-,Nest (3–8),-
205,Bulette,Magical Beast,-,Large,9,d10,45,2,8|0|0|3|0,22|10|20,9,25,Bite +16 melee (2d8+8),Bite +16 melee (2d8+8),3|2,Leap,Darkvision 60 ft.| low-light vision| scent| tremorsense 60 ft,11,8,6,27,15,20,2,13,6,Jump +18| Listen +9| Spot +3,Alertness| Iron Will| Track| Weapon Focus (bite),Temperate hills,7,None,Neutral Neutral,-,Solitary or pair,10–16 HD (Huge)| 17–27 HD (Gargantuan) 
206,Celestial Charger[Cleric lvl7],Magical Beast,-,Large,8|7,d10|d8,75,4,12|0|0|0|0,24|13|20,13,24,Horn +22 melee (1d8+10),Horn +22 melee (1d8+10) and 2 hooves +14 melee (1d4+3),2|1,Turn undead 13/day| smite evil| spells,Damage reduction 10/magic| darkvision 60 ft.| immunity to poison| charm| and compulsion| low-light vision| magic circle against evil| resistance to acid 10| cold 10| and electricity 10| scent| spell-like abilities| spell resistance 20| wild empathy,16,12,15,24,18,20,13,27,22,Concentration +11| Knowledge (nature) +9| Knowledge (religion) +8| Listen +15| Move Silently +12| Spellcraft +5| Spot +15| Survival +15 (+17 aboveground),Alertness| Combat Casting| Extra Turning| Improved Turning| Run| Skill Focus (Survival),Chaotic Good-Aligned Plane,13,None,Chaotic Good,8,Solitary,By character class
207,Xixecal,Outsider,Chaotic| Cold| Evil| Extraplanar,Colossal,72,d8,1080,11,28|0|0|0|0,58|3|57,72,116,Claw +95 (2d8+28/19-20) melee,2 claws +95 (2d8+28/19–20) melee| bite +89 (4d6+14) melee| stamp +89 (4d6+14) melee,10|10,Rend 4d8+42| cold| spell-like abilities| breath weapon| summon white dragon| Constitution drain,Abomination traits| cold immunity| fire vulnerability| dire winter| fast healing 30| regeneration 30| SR 48| DR 20/good and epic and adamantine,55,47,39,66,13,40,12,8,34,Climb +103| Concentration +90| Hide -9| Jump +28| Knowledge (arcana| religion| the planes) +76| Listen +70| Search +76| Spellcraft +76| Spot +76,Alertness| Blinding Speed (×4)| Cleave| Devastating Critical (claw)| Dodge| Epic Toughness| Epic Weapon Focus (bite)| Epic Weapon Focus (claw)| Epic Weapon Focus (stomp)| Great Cleave| Great fortitude| Improved Critical (claw)| Improved Initiative| Improved Sunder| Iron Will| Lightning Reflexes| Overwhelming Critical (claw)| Power Attack| Spell Stowaway (greater invisibility)| Weapon Focus (bite)| Weapon Focus (claw)| Weapon Focus (stomp),Any,36,Standard,Chaotic Evil,-,Solitary or in the company of 1d4+1 old white dragons,73–150 HD (Colossal)
208,Xorn(Minor),Outsider,Extraplanar| Earth,Small,3,d8,9,0,4|0|0|4|0,23|11|23,3,1,Bite +6 melee (2d8+2),Bite +6 melee (2d8+2) and 3 claws +4 melee (1d3+1),1|1,-,All-around vision| earth glide| damage reduction 5/bludgeoning| darkvision 60 ft.| immunity to cold and fire| resistance to electricity 10| tremorsense 60 ft.,5,3,3,15,10,15,10,11,10,Hide +10| Intimidate +3| Knowledge (dungeoneering) +6| Listen +6| Move Silently +3| Search +6| Spot +8| Survival +6 (+8 following tracks or underground),Multiattack| Toughness,Elemental Plane of Earth,3,None,Neutral Neutral,-,Solitary| pair| or cluster (3–5),4–6 HD (Small)
209,Xorn(Average),Outsider,Extraplanar| Earth,Medium,7,d8,17,0,4|0|0|4|0,24|10|24,7,10,Bite +10 melee (4d6+3),Bite +10 melee (4d6+3) and 3 claws +8 melee (1d4+1),1|1,-,All-around vision| earth glide| damage reduction 5/bludgeoning| darkvision 60 ft.| immunity to cold and fire| resistance to electricity 10| tremorsense 60 ft.,7,5,5,17,10,15,10,11,10,Hide +10| Intimidate +10| Knowledge(dungeoneering) +10| Listen +10| Move Silently +10| Search +10| Spot +10| Survival+10 (+12 following tracks or underground),Cleave| Multiattack| Power Attack| Toughness,Elemental Plane of Earth,6,None,Neutral Neutral,-,Solitary| pair| or cluster (3–5),8–14 HD (Medium)
210,Xorn(Elder),Outsider,Extraplanar| Earth,Large,15,d8,63,0,4|0|0|4|0,25|9|25,15,26,Bite +21 melee (4d8+7),        Bite +21 melee (4d8+7) and 3 claws +19 melee (1d6+3),2|2,-,All-around vision| earth glide| damage reduction 5/bludgeoning| darkvision 60 ft.| immunity to cold and fire| resistance to electricity 10| tremorsense 60 ft.,13,9,9,25,10,19,10,11,10,Hide +14| Intimidate +18| Knowledge (dungeoneering) +18| Listen +18| Move Silently +18| Search +22| Spot +22| Survival+18 (+20 following tracks or underground),Awesome Blow| Cleave| Great Cleave| Improved Bull Rush| Multiattack| Power Attack| Toughness,Elemental Plane of Earth,8,None,Neutral Neutral,-,Solitary| pair| or party (6–11),16–21 HD (Large)| 22–45 HD (Huge)
211,Yeth Hound,Outsider,Extraplanar| Evil,Medium,3,d8,6,6,8|12|0|0|0,20|12|18,3,6,Bite +6 melee (1d8+4),Bite +6 melee (1d8+4),1|1,Bay| trip,Damage reduction 10/silver| darkvision 60 ft.| flight| scent,5,5,5,17,15,15,6,14,10,Listen +11| Spot +11| Search +7| Survival +11 (+13 following tracks)*,Improved Initiative| Track,Evil-Aligned Plane,3,None,Neutral Evil,3,Solitary| pair| or pack (6–11),4–6 HD (Medium)| 7–9 HD (Large)
212,Doppelganger,Monstrous Humanoid,Shapechanger,Medium,4,d8,4,1,6|0|0|0|0,15|11|14,4,5,Slam +5 melee (1d6+1) ,Slam +5 melee (1d6+1) ,1|1,Detect thoughts,Change shape| immunity to sleep and charm effects,4,5,6,12,13,12,13,14,13,Bluff +10*| Diplomacy +3| Disguise +9 (+11 acting)| Intimidate +3| Listen +6| Sense Motive +6| Spot +6,Dodge| Great Fortitude,Any,3,Double standard,Any,4,Solitary| pair| or gang (3–6),By character class
213,Dromite,Monstrous Humanoid,Psionic,Small,1,d8,1,0,4|0|0|0|0,18|11|18,1,-3,Longsword +3 melee (1d6/19–20) or light crossbow +2 ranged (1d6/19–20),Longsword +3 melee (1d6/19–20) or light crossbow +2 ranged (1d6/19–20),1|1,Psi-like abilities,Darkvision 60 ft.| resistance to fire 5| scent,3,0,-2,11,11,12,10,7,10, 	Climb +2| Spot +4 ,Weapon Focus (longsword)| Blind Fight,Underground,0.5,Standard,Neutral Neutral,1,Solitary| pair| or gang (3–6),By character class
214,Gargoyle,Monstrous Humanoid,Earth,Medium,4,d8,19,2,8|10|0|0|0,16|12|14,4,6,Claw +6 melee (1d4+2),Longsword +3 melee (1d6/19–20) or light crossbow +2 ranged (1d6/19–20),1|1,-,Damage reduction 10/magic| darkvision 60 ft| freeze,5,6,4,15,14,18,6,11,7,Hide +7| Listen +4| Spot +4 ,Multiattack| Toughness,Any,4,Standard,Chaotic Evil,5,Solitary| pair| or wing (5–16),5–6 HD (Medium)| 7–12 HD (Large)
215,Gloom,Monstrous Humanoid,-,Medium,25,d8,225,26,6|0|0|0|0,40|40|22,25,36, +10 keen dagger of human dread +54 (1d4+21/17-20) melee, +10 keen dagger of human dread +54/+49/+44/+39 (1d4+21/17-20) melee ,1|1,Fear gaze| sneak attack +13d6,Blindsight 60 ft.| opportunist| quiescence| spell-like abilities| SR 35| DR 10/epic ,17,32,21,32,46,29,26,25,30,Bluff +38| Climb +39| Hide +46| Intimidate +38| Jump +39| Listen +35| Move Silently +66| Spot +35| Survival +35| Tumble +46 ,Dodge| Improved Initiative| Improved Critical (dagger)| Mobility| Sneak Attack of Opportunity| Spring Attack| Superior Initiative| Weapon Finesse| Weapon Focus (dagger) ,Any urban,25,Nonstandard (just its dagger) ,Lawful Evil,-,Solitary,25+ HD (Medium-size)
216,Green Hag,Monstrous Humanoid,-,Medium,9,d8,9,1,6|0|6|0|0,22|11|21,9,13,Claw +13 melee (1d4+4),2 claws +13 melee (1d4+4),1|1,Spell-like abilities| weakness| mimicry,Darkvision 90 ft| spell resistance 18,6,7,7,19,12,12,13,13,14,Concentration +7| Craft or Knowledge (any one) +7| Hide +9| Listen +11| Spot +11 Swim +12,Alertness| Blind Fight| Combat Casting| Great Fortitude,Temperate marshes,5,Standard,Chaotic Evil,-,Solitary or covey (3 hags of any kind plus 1–8 ogres and 1–4 evil giants),By character class
217,Grimlock,Monstrous Humanoid,-,Medium,2,d8,2,1,6|0|0|0|0,15|11|14,2,4,Battleaxe +4 melee (1d8+3/x3),Battleaxe +4 melee (1d8+3/x3),1|1,-,Blindsight 40 ft.| immunities| scent,1,4,2,15,13,13,10,8,6,Climb +4| Hide +3| Listen +5| Spot +3 ,Alertness| Track,Underground,1,Standard coins| standard goods (gems only)| standard items,Neutral Evil,2,Gang (2–4)| pack (10–20)| tribe (10–60 plus 1 leader of 3rd–5th level per 10 adults).,By character class
218,Mu Spore,Plant,-,Colossal,35,d8,315,5,8|0|0|0|0,27|2|30,26,55,Tendril +31 (2d6+13/19-20) melee,4 tendrils +31 (2d6+13/19-20) melee| 1 bite +26 (4d6+6/19-20) melee,6|6,Spore cough| improved grab| swallow whole,Acid resistance 20| Blindsight 210 ft.| DR 10/epic| fast healing 10| plant traits| sticky,28,8,20,36,5,29,18,28,28,Bluff +47| Diplomacy +13| Gather Information +13| Hide +35| Intimidate +13| Jump +13| Knowledge (local| nature) +42| Listen +47| Spot +47,Cleave| Epic Reflexes| Epic Toughness (×3)| Great Cleave| Improved Critical (bite)| Improved Critical (tendril)| Improved Initiative| Lightning Reflexes| Power Attack| Superior Initiative,Any,21,Standard,Chaotic Good,-,Solitary| pair| or polyp (3–7),36+ HD (Colossal)
